,Language,Time
0,en2ta,0.4121065139770508
1,en2ta,0.4121065139770508
2,en2ta,0.4121065139770508
3,en2ta,0.4121065139770508
4,en2ta,0.4121065139770508
5,en2ta,0.4121065139770508
6,en2ta,0.011022249857584635
7,en2ta,0.011022249857584635
8,en2ta,0.011022249857584635
9,en2ta,0.011022249857584635
10,en2ta,0.011022249857584635
11,en2ta,0.011022249857584635
12,en2ta,0.009646217028299967
13,en2ta,0.009646217028299967
14,en2ta,0.009646217028299967
15,en2ta,0.009646217028299967
16,en2ta,0.009646217028299967
17,en2ta,0.009646217028299967
18,en2ta,0.12113555272420247
19,en2ta,0.12113555272420247
20,en2ta,0.12113555272420247
21,en2ta,0.12113555272420247
22,en2ta,0.12113555272420247
23,en2ta,0.12113555272420247
24,en2ta,0.01118457317352295
25,en2ta,0.01118457317352295
26,en2ta,0.01118457317352295
27,en2ta,0.01118457317352295
28,en2ta,0.01118457317352295
29,en2ta,0.01118457317352295
30,en2ta,0.009794155756632486
31,en2ta,0.009794155756632486
32,en2ta,0.009794155756632486
33,en2ta,0.009794155756632486
34,en2ta,0.009794155756632486
35,en2ta,0.009794155756632486
36,en2ta,0.1610863208770752
37,en2ta,0.1610863208770752
38,en2ta,0.1610863208770752
39,en2ta,0.1610863208770752
40,en2ta,0.1610863208770752
41,en2ta,0.1610863208770752
42,en2ta,0.124764084815979
43,en2ta,0.124764084815979
44,en2ta,0.124764084815979
45,en2ta,0.124764084815979
46,en2ta,0.124764084815979
47,en2ta,0.124764084815979
48,en2ta,0.00910043716430664
49,en2ta,0.00910043716430664
50,en2ta,0.00910043716430664
51,en2ta,0.00910043716430664
52,en2ta,0.00910043716430664
53,en2ta,0.00910043716430664
54,en2ta,0.00950932502746582
55,en2ta,0.00950932502746582
56,en2ta,0.00950932502746582
57,en2ta,0.00950932502746582
58,en2ta,0.00950932502746582
59,en2ta,0.00950932502746582
60,en2ta,0.008877952893575033
61,en2ta,0.008877952893575033
62,en2ta,0.008877952893575033
63,en2ta,0.008877952893575033
64,en2ta,0.008877952893575033
65,en2ta,0.008877952893575033
66,en2ta,0.009331186612447103
67,en2ta,0.009331186612447103
68,en2ta,0.009331186612447103
69,en2ta,0.009331186612447103
70,en2ta,0.009331186612447103
71,en2ta,0.009331186612447103
72,en2ta,0.009013215700785318
73,en2ta,0.009013215700785318
74,en2ta,0.009013215700785318
75,en2ta,0.009013215700785318
76,en2ta,0.009013215700785318
77,en2ta,0.009013215700785318
78,en2ta,0.009537696838378906
79,en2ta,0.009537696838378906
80,en2ta,0.009537696838378906
81,en2ta,0.009537696838378906
82,en2ta,0.009537696838378906
83,en2ta,0.009537696838378906
84,en2ta,0.008704702059427897
85,en2ta,0.008704702059427897
86,en2ta,0.008704702059427897
87,en2ta,0.008704702059427897
88,en2ta,0.008704702059427897
89,en2ta,0.008704702059427897
90,en2ta,0.009124954541524252
91,en2ta,0.009124954541524252
92,en2ta,0.009124954541524252
93,en2ta,0.009124954541524252
94,en2ta,0.009124954541524252
95,en2ta,0.009124954541524252
96,en2ta,0.4131958484649658
97,en2ta,0.4131958484649658
98,en2ta,0.4131958484649658
99,en2ta,0.4131958484649658
100,en2ta,0.4131958484649658
101,en2ta,0.4131958484649658
102,en2ta,0.009658058484395346
103,en2ta,0.009658058484395346
104,en2ta,0.009658058484395346
105,en2ta,0.009658058484395346
106,en2ta,0.009658058484395346
107,en2ta,0.009658058484395346
108,en2ta,0.008547027905782064
109,en2ta,0.008547027905782064
110,en2ta,0.008547027905782064
111,en2ta,0.008547027905782064
112,en2ta,0.008547027905782064
113,en2ta,0.008547027905782064
114,en2ta,0.008844693501790365
115,en2ta,0.008844693501790365
116,en2ta,0.008844693501790365
117,en2ta,0.008844693501790365
118,en2ta,0.008844693501790365
119,en2ta,0.008844693501790365
120,en2ta,0.008365154266357422
121,en2ta,0.008365154266357422
122,en2ta,0.008365154266357422
123,en2ta,0.008365154266357422
124,en2ta,0.008365154266357422
125,en2ta,0.008365154266357422
126,en2ta,0.008715073267618815
127,en2ta,0.008715073267618815
128,en2ta,0.008715073267618815
129,en2ta,0.008715073267618815
130,en2ta,0.008715073267618815
131,en2ta,0.008715073267618815
132,en2ta,0.008219440778096518
133,en2ta,0.008219440778096518
134,en2ta,0.008219440778096518
135,en2ta,0.008219440778096518
136,en2ta,0.008219440778096518
137,en2ta,0.008219440778096518
138,en2ta,0.008545120557149252
139,en2ta,0.008545120557149252
140,en2ta,0.008545120557149252
141,en2ta,0.008545120557149252
142,en2ta,0.008545120557149252
143,en2ta,0.008545120557149252
