,Language,Compressions
485,en2ru,"tensor(0.7529, dtype=torch.float64)"
486,en2ru,"tensor(0.6627, dtype=torch.float64)"
487,en2ru,"tensor(0.6643, dtype=torch.float64)"
488,en2ru,"tensor(0.6335, dtype=torch.float64)"
489,en2ru,"tensor(0.6146, dtype=torch.float64)"
490,en2ru,"tensor(0.6575, dtype=torch.float64)"
491,en2ru,"tensor(0.7295, dtype=torch.float64)"
492,en2ru,"tensor(0.7220, dtype=torch.float64)"
493,en2ru,"tensor(0.6494, dtype=torch.float64)"
494,en2ru,"tensor(0.6633, dtype=torch.float64)"
495,en2ru,"tensor(0.6616, dtype=torch.float64)"
496,en2ru,"tensor(0.6132, dtype=torch.float64)"
497,en2ru,"tensor(0.6579, dtype=torch.float64)"
498,en2ru,"tensor(0.7636, dtype=torch.float64)"
499,en2ru,"tensor(0.6903, dtype=torch.float64)"
500,en2kk,"tensor(0.6975, dtype=torch.float64)"
501,en2kk,"tensor(0.6183, dtype=torch.float64)"
502,en2kk,"tensor(0.6076, dtype=torch.float64)"
503,en2kk,"tensor(0.6820, dtype=torch.float64)"
504,en2kk,"tensor(0.6531, dtype=torch.float64)"
505,en2kk,"tensor(0.6217, dtype=torch.float64)"
506,en2kk,"tensor(0.7744, dtype=torch.float64)"
507,en2kk,"tensor(0.7011, dtype=torch.float64)"
508,en2kk,"tensor(0.6524, dtype=torch.float64)"
509,en2kk,"tensor(0.6040, dtype=torch.float64)"
510,en2kk,"tensor(0.7231, dtype=torch.float64)"
511,en2kk,"tensor(0.6422, dtype=torch.float64)"
512,en2kk,"tensor(0.6649, dtype=torch.float64)"
513,en2kk,"tensor(0.6139, dtype=torch.float64)"
514,en2kk,"tensor(0.7566, dtype=torch.float64)"
515,en2kk,"tensor(0.5925, dtype=torch.float64)"
516,en2kk,"tensor(0.6440, dtype=torch.float64)"
517,en2kk,"tensor(0.5977, dtype=torch.float64)"
518,en2kk,"tensor(0.5857, dtype=torch.float64)"
519,en2kk,"tensor(0.6049, dtype=torch.float64)"
520,en2kk,"tensor(0.6614, dtype=torch.float64)"
521,en2kk,"tensor(0.6599, dtype=torch.float64)"
522,en2kk,"tensor(0.7500, dtype=torch.float64)"
523,en2kk,"tensor(0.6929, dtype=torch.float64)"
524,en2kk,"tensor(0.6546, dtype=torch.float64)"
525,en2kk,"tensor(0.6372, dtype=torch.float64)"
526,en2kk,"tensor(0.7758, dtype=torch.float64)"
527,en2kk,"tensor(0.6569, dtype=torch.float64)"
528,en2kk,"tensor(0.6135, dtype=torch.float64)"
529,en2kk,"tensor(0.6160, dtype=torch.float64)"
530,en2kk,"tensor(0.6971, dtype=torch.float64)"
531,en2kk,"tensor(0.6515, dtype=torch.float64)"
532,en2kk,"tensor(0.6011, dtype=torch.float64)"
533,en2kk,"tensor(0.6193, dtype=torch.float64)"
534,en2kk,"tensor(0.6725, dtype=torch.float64)"
535,en2kk,"tensor(0.6923, dtype=torch.float64)"
536,en2kk,"tensor(0.6196, dtype=torch.float64)"
537,en2kk,"tensor(0.6255, dtype=torch.float64)"
538,en2kk,"tensor(0.7014, dtype=torch.float64)"
539,en2kk,"tensor(0.7110, dtype=torch.float64)"
540,en2kk,"tensor(0.6021, dtype=torch.float64)"
541,en2kk,"tensor(0.6589, dtype=torch.float64)"
542,en2kk,"tensor(0.6584, dtype=torch.float64)"
543,en2kk,"tensor(0.6086, dtype=torch.float64)"
544,en2kk,"tensor(0.6585, dtype=torch.float64)"
545,en2kk,"tensor(0.7226, dtype=torch.float64)"
546,en2kk,"tensor(0.7335, dtype=torch.float64)"
547,en2kk,"tensor(0.6367, dtype=torch.float64)"
548,en2kk,"tensor(0.5872, dtype=torch.float64)"
549,en2kk,"tensor(0.6806, dtype=torch.float64)"
550,en2kk,"tensor(0.6560, dtype=torch.float64)"
551,en2kk,"tensor(0.6508, dtype=torch.float64)"
552,en2kk,"tensor(0.6596, dtype=torch.float64)"
553,en2kk,"tensor(0.6056, dtype=torch.float64)"
554,en2kk,"tensor(0.6565, dtype=torch.float64)"
555,en2kk,"tensor(0.6789, dtype=torch.float64)"
556,en2kk,"tensor(0.6884, dtype=torch.float64)"
557,en2kk,"tensor(0.6796, dtype=torch.float64)"
558,en2kk,"tensor(0.6715, dtype=torch.float64)"
559,en2kk,"tensor(0.7298, dtype=torch.float64)"
560,en2kk,"tensor(0.5862, dtype=torch.float64)"
561,en2kk,"tensor(0.6244, dtype=torch.float64)"
562,en2kk,"tensor(0.6396, dtype=torch.float64)"
563,en2kk,"tensor(0.6287, dtype=torch.float64)"
564,en2kk,"tensor(0.7059, dtype=torch.float64)"
565,en2kk,"tensor(0.6217, dtype=torch.float64)"
566,en2kk,"tensor(0.6660, dtype=torch.float64)"
567,en2kk,"tensor(0.6754, dtype=torch.float64)"
568,en2kk,"tensor(0.6384, dtype=torch.float64)"
569,en2kk,"tensor(0.6651, dtype=torch.float64)"
570,en2kk,"tensor(0.6635, dtype=torch.float64)"
571,en2kk,"tensor(0.6403, dtype=torch.float64)"
572,en2kk,"tensor(0.5990, dtype=torch.float64)"
573,en2kk,"tensor(0.5838, dtype=torch.float64)"
574,en2kk,"tensor(0.6895, dtype=torch.float64)"
575,en2kk,"tensor(0.5812, dtype=torch.float64)"
576,en2kk,"tensor(0.6577, dtype=torch.float64)"
577,en2kk,"tensor(0.5515, dtype=torch.float64)"
578,en2kk,"tensor(0.6615, dtype=torch.float64)"
579,en2kk,"tensor(0.6623, dtype=torch.float64)"
580,en2kk,"tensor(0.6644, dtype=torch.float64)"
581,en2kk,"tensor(0.6719, dtype=torch.float64)"
582,en2kk,"tensor(0.6006, dtype=torch.float64)"
583,en2kk,"tensor(0.6455, dtype=torch.float64)"
584,en2kk,"tensor(0.6836, dtype=torch.float64)"
585,en2kk,"tensor(0.7218, dtype=torch.float64)"
586,en2kk,"tensor(0.6490, dtype=torch.float64)"
587,en2kk,"tensor(0.6689, dtype=torch.float64)"
588,en2kk,"tensor(0.6369, dtype=torch.float64)"
589,en2kk,"tensor(0.6101, dtype=torch.float64)"
590,en2kk,"tensor(0.6417, dtype=torch.float64)"
591,en2kk,"tensor(0.7054, dtype=torch.float64)"
592,en2kk,"tensor(0.6815, dtype=torch.float64)"
593,en2kk,"tensor(0.6698, dtype=torch.float64)"
594,en2kk,"tensor(0.6451, dtype=torch.float64)"
595,en2kk,"tensor(0.6825, dtype=torch.float64)"
596,en2kk,"tensor(0.6410, dtype=torch.float64)"
597,en2kk,"tensor(0.6197, dtype=torch.float64)"
598,en2kk,"tensor(0.6313, dtype=torch.float64)"
599,en2kk,"tensor(0.6417, dtype=torch.float64)"
600,en2am,"tensor(0.7104, dtype=torch.float64)"
601,en2am,"tensor(0.7072, dtype=torch.float64)"
602,en2am,"tensor(0.6348, dtype=torch.float64)"
603,en2am,"tensor(0.7754, dtype=torch.float64)"
604,en2am,"tensor(0.7432, dtype=torch.float64)"
605,en2am,"tensor(0.6532, dtype=torch.float64)"
606,en2am,"tensor(0.7993, dtype=torch.float64)"
607,en2am,"tensor(0.7888, dtype=torch.float64)"
608,en2am,"tensor(0.6715, dtype=torch.float64)"
609,en2am,"tensor(0.6336, dtype=torch.float64)"
610,en2am,"tensor(0.7181, dtype=torch.float64)"
611,en2am,"tensor(0.7161, dtype=torch.float64)"
612,en2am,"tensor(0.7335, dtype=torch.float64)"
613,en2am,"tensor(0.6615, dtype=torch.float64)"
614,en2am,"tensor(0.7083, dtype=torch.float64)"
615,en2am,"tensor(0.6801, dtype=torch.float64)"
616,en2am,"tensor(0.7360, dtype=torch.float64)"
617,en2am,"tensor(0.6318, dtype=torch.float64)"
618,en2am,"tensor(0.6147, dtype=torch.float64)"
619,en2am,"tensor(0.7082, dtype=torch.float64)"
620,en2am,"tensor(0.7155, dtype=torch.float64)"
621,en2am,"tensor(0.6736, dtype=torch.float64)"
622,en2am,"tensor(0.8364, dtype=torch.float64)"
623,en2am,"tensor(0.7826, dtype=torch.float64)"
624,en2am,"tensor(0.7757, dtype=torch.float64)"
625,en2am,"tensor(0.7235, dtype=torch.float64)"
626,en2am,"tensor(0.7175, dtype=torch.float64)"
627,en2am,"tensor(0.7403, dtype=torch.float64)"
628,en2am,"tensor(0.6456, dtype=torch.float64)"
629,en2am,"tensor(0.7354, dtype=torch.float64)"
630,en2am,"tensor(0.6714, dtype=torch.float64)"
631,en2am,"tensor(0.7256, dtype=torch.float64)"
632,en2am,"tensor(0.6758, dtype=torch.float64)"
633,en2am,"tensor(0.6777, dtype=torch.float64)"
634,en2am,"tensor(0.6738, dtype=torch.float64)"
635,en2am,"tensor(0.7518, dtype=torch.float64)"
636,en2am,"tensor(0.6752, dtype=torch.float64)"
637,en2am,"tensor(0.6949, dtype=torch.float64)"
638,en2am,"tensor(0.7758, dtype=torch.float64)"
639,en2am,"tensor(0.7049, dtype=torch.float64)"
640,en2am,"tensor(0.6912, dtype=torch.float64)"
641,en2am,"tensor(0.6933, dtype=torch.float64)"
642,en2am,"tensor(0.7227, dtype=torch.float64)"
643,en2am,"tensor(0.6650, dtype=torch.float64)"
644,en2am,"tensor(0.7663, dtype=torch.float64)"
645,en2am,"tensor(0.7292, dtype=torch.float64)"
646,en2am,"tensor(0.7893, dtype=torch.float64)"
647,en2am,"tensor(0.7469, dtype=torch.float64)"
648,en2am,"tensor(0.6818, dtype=torch.float64)"
649,en2am,"tensor(0.7098, dtype=torch.float64)"
650,en2am,"tensor(0.7656, dtype=torch.float64)"
651,en2am,"tensor(0.7216, dtype=torch.float64)"
652,en2am,"tensor(0.7734, dtype=torch.float64)"
653,en2am,"tensor(0.6637, dtype=torch.float64)"
654,en2am,"tensor(0.7571, dtype=torch.float64)"
655,en2am,"tensor(0.7090, dtype=torch.float64)"
656,en2am,"tensor(0.6910, dtype=torch.float64)"
657,en2am,"tensor(0.7500, dtype=torch.float64)"
658,en2am,"tensor(0.6504, dtype=torch.float64)"
659,en2am,"tensor(0.7285, dtype=torch.float64)"
660,en2am,"tensor(0.6614, dtype=torch.float64)"
661,en2am,"tensor(0.7104, dtype=torch.float64)"
662,en2am,"tensor(0.6582, dtype=torch.float64)"
663,en2am,"tensor(0.6736, dtype=torch.float64)"
664,en2am,"tensor(0.8299, dtype=torch.float64)"
665,en2am,"tensor(0.7407, dtype=torch.float64)"
666,en2am,"tensor(0.6691, dtype=torch.float64)"
667,en2am,"tensor(0.7489, dtype=torch.float64)"
668,en2am,"tensor(0.7181, dtype=torch.float64)"
669,en2am,"tensor(0.7423, dtype=torch.float64)"
670,en2am,"tensor(0.7468, dtype=torch.float64)"
671,en2am,"tensor(0.6764, dtype=torch.float64)"
672,en2am,"tensor(0.7357, dtype=torch.float64)"
673,en2am,"tensor(0.6688, dtype=torch.float64)"
674,en2am,"tensor(0.7421, dtype=torch.float64)"
675,en2am,"tensor(0.6631, dtype=torch.float64)"
676,en2am,"tensor(0.6674, dtype=torch.float64)"
677,en2am,"tensor(0.5884, dtype=torch.float64)"
678,en2am,"tensor(0.7287, dtype=torch.float64)"
679,en2am,"tensor(0.6835, dtype=torch.float64)"
680,en2am,"tensor(0.6751, dtype=torch.float64)"
681,en2am,"tensor(0.7389, dtype=torch.float64)"
682,en2am,"tensor(0.7046, dtype=torch.float64)"
683,en2am,"tensor(0.7198, dtype=torch.float64)"
684,en2am,"tensor(0.7131, dtype=torch.float64)"
685,en2am,"tensor(0.7237, dtype=torch.float64)"
686,en2am,"tensor(0.6919, dtype=torch.float64)"
687,en2am,"tensor(0.7134, dtype=torch.float64)"
688,en2am,"tensor(0.6812, dtype=torch.float64)"
689,en2am,"tensor(0.7116, dtype=torch.float64)"
690,en2am,"tensor(0.6512, dtype=torch.float64)"
691,en2am,"tensor(0.8143, dtype=torch.float64)"
692,en2am,"tensor(0.8107, dtype=torch.float64)"
693,en2am,"tensor(0.7299, dtype=torch.float64)"
694,en2am,"tensor(0.7345, dtype=torch.float64)"
695,en2am,"tensor(0.7416, dtype=torch.float64)"
696,en2am,"tensor(0.6585, dtype=torch.float64)"
697,en2am,"tensor(0.7306, dtype=torch.float64)"
698,en2am,"tensor(0.8141, dtype=torch.float64)"
699,en2am,"tensor(0.7241, dtype=torch.float64)"
700,en2vi,"tensor(0.9405, dtype=torch.float64)"
701,en2vi,"tensor(0.8977, dtype=torch.float64)"
702,en2vi,"tensor(0.8810, dtype=torch.float64)"
703,en2vi,"tensor(0.9885, dtype=torch.float64)"
704,en2vi,"tensor(0.8934, dtype=torch.float64)"
705,en2vi,"tensor(0.9196, dtype=torch.float64)"
706,en2vi,"tensor(0.9865, dtype=torch.float64)"
707,en2vi,"tensor(0.9286, dtype=torch.float64)"
708,en2vi,"tensor(0.9263, dtype=torch.float64)"
709,en2vi,"tensor(0.8671, dtype=torch.float64)"
710,en2vi,"tensor(0.9110, dtype=torch.float64)"
711,en2vi,"tensor(0.9178, dtype=torch.float64)"
712,en2vi,"tensor(0.9349, dtype=torch.float64)"
713,en2vi,"tensor(0.9187, dtype=torch.float64)"
714,en2vi,"tensor(0.9435, dtype=torch.float64)"
715,en2vi,"tensor(0.9128, dtype=torch.float64)"
716,en2vi,"tensor(0.9309, dtype=torch.float64)"
717,en2vi,"tensor(0.9087, dtype=torch.float64)"
718,en2vi,"tensor(0.8762, dtype=torch.float64)"
719,en2vi,"tensor(0.9039, dtype=torch.float64)"
720,en2vi,"tensor(0.9528, dtype=torch.float64)"
721,en2vi,"tensor(0.9198, dtype=torch.float64)"
722,en2vi,"tensor(1.0071, dtype=torch.float64)"
723,en2vi,"tensor(0.9319, dtype=torch.float64)"
724,en2vi,"tensor(0.9160, dtype=torch.float64)"
725,en2vi,"tensor(0.8635, dtype=torch.float64)"
726,en2vi,"tensor(0.9765, dtype=torch.float64)"
727,en2vi,"tensor(0.9457, dtype=torch.float64)"
728,en2vi,"tensor(0.8869, dtype=torch.float64)"
729,en2vi,"tensor(0.8984, dtype=torch.float64)"
730,en2vi,"tensor(0.9428, dtype=torch.float64)"
731,en2vi,"tensor(0.9119, dtype=torch.float64)"
732,en2vi,"tensor(0.9047, dtype=torch.float64)"
733,en2vi,"tensor(0.9025, dtype=torch.float64)"
734,en2vi,"tensor(0.9548, dtype=torch.float64)"
735,en2vi,"tensor(0.9307, dtype=torch.float64)"
736,en2vi,"tensor(0.9188, dtype=torch.float64)"
737,en2vi,"tensor(0.9360, dtype=torch.float64)"
738,en2vi,"tensor(0.8972, dtype=torch.float64)"
739,en2vi,"tensor(0.9277, dtype=torch.float64)"
740,en2vi,"tensor(0.8617, dtype=torch.float64)"
741,en2vi,"tensor(0.9152, dtype=torch.float64)"
742,en2vi,"tensor(0.9540, dtype=torch.float64)"
743,en2vi,"tensor(0.8382, dtype=torch.float64)"
744,en2vi,"tensor(0.9132, dtype=torch.float64)"
745,en2vi,"tensor(0.9447, dtype=torch.float64)"
746,en2vi,"tensor(0.9824, dtype=torch.float64)"
747,en2vi,"tensor(0.9196, dtype=torch.float64)"
748,en2vi,"tensor(0.9012, dtype=torch.float64)"
749,en2vi,"tensor(0.9246, dtype=torch.float64)"
750,en2vi,"tensor(0.9580, dtype=torch.float64)"
751,en2vi,"tensor(0.9176, dtype=torch.float64)"
752,en2vi,"tensor(0.9699, dtype=torch.float64)"
753,en2vi,"tensor(0.8893, dtype=torch.float64)"
754,en2vi,"tensor(0.9569, dtype=torch.float64)"
755,en2vi,"tensor(0.9278, dtype=torch.float64)"
756,en2vi,"tensor(0.9613, dtype=torch.float64)"
757,en2vi,"tensor(0.9239, dtype=torch.float64)"
758,en2vi,"tensor(0.9223, dtype=torch.float64)"
759,en2vi,"tensor(0.9630, dtype=torch.float64)"
760,en2vi,"tensor(0.9533, dtype=torch.float64)"
761,en2vi,"tensor(0.8691, dtype=torch.float64)"
762,en2vi,"tensor(0.9594, dtype=torch.float64)"
763,en2vi,"tensor(0.9373, dtype=torch.float64)"
764,en2vi,"tensor(0.9283, dtype=torch.float64)"
765,en2vi,"tensor(0.9110, dtype=torch.float64)"
766,en2vi,"tensor(0.9638, dtype=torch.float64)"
767,en2vi,"tensor(0.9653, dtype=torch.float64)"
768,en2vi,"tensor(0.9435, dtype=torch.float64)"
769,en2vi,"tensor(0.9297, dtype=torch.float64)"
770,en2vi,"tensor(0.9720, dtype=torch.float64)"
771,en2vi,"tensor(0.9254, dtype=torch.float64)"
772,en2vi,"tensor(0.9265, dtype=torch.float64)"
773,en2vi,"tensor(0.8995, dtype=torch.float64)"
774,en2vi,"tensor(0.9715, dtype=torch.float64)"
775,en2vi,"tensor(0.9130, dtype=torch.float64)"
776,en2vi,"tensor(0.9098, dtype=torch.float64)"
777,en2vi,"tensor(0.8561, dtype=torch.float64)"
778,en2vi,"tensor(0.9488, dtype=torch.float64)"
779,en2vi,"tensor(0.8985, dtype=torch.float64)"
780,en2vi,"tensor(0.9682, dtype=torch.float64)"
781,en2vi,"tensor(0.9767, dtype=torch.float64)"
782,en2vi,"tensor(0.8598, dtype=torch.float64)"
783,en2vi,"tensor(0.9258, dtype=torch.float64)"
784,en2vi,"tensor(0.9802, dtype=torch.float64)"
785,en2vi,"tensor(1., dtype=torch.float64)"
786,en2vi,"tensor(0.9463, dtype=torch.float64)"
787,en2vi,"tensor(0.9240, dtype=torch.float64)"
788,en2vi,"tensor(0.9355, dtype=torch.float64)"
789,en2vi,"tensor(0.9104, dtype=torch.float64)"
790,en2vi,"tensor(0.8785, dtype=torch.float64)"
791,en2vi,"tensor(0.9558, dtype=torch.float64)"
792,en2vi,"tensor(0.9547, dtype=torch.float64)"
793,en2vi,"tensor(0.9309, dtype=torch.float64)"
794,en2vi,"tensor(0.8395, dtype=torch.float64)"
795,en2vi,"tensor(0.9427, dtype=torch.float64)"
796,en2vi,"tensor(0.9013, dtype=torch.float64)"
797,en2vi,"tensor(0.9515, dtype=torch.float64)"
798,en2vi,"tensor(0.9231, dtype=torch.float64)"
799,en2vi,"tensor(0.9356, dtype=torch.float64)"
800,en2ja,"tensor(0.8813, dtype=torch.float64)"
801,en2ja,"tensor(0.8324, dtype=torch.float64)"
802,en2ja,"tensor(0.8333, dtype=torch.float64)"
803,en2ja,"tensor(0.9545, dtype=torch.float64)"
804,en2ja,"tensor(0.8248, dtype=torch.float64)"
805,en2ja,"tensor(0.9123, dtype=torch.float64)"
806,en2ja,"tensor(0.9685, dtype=torch.float64)"
807,en2ja,"tensor(0.9408, dtype=torch.float64)"
808,en2ja,"tensor(0.9000, dtype=torch.float64)"
809,en2ja,"tensor(0.8712, dtype=torch.float64)"
810,en2ja,"tensor(0.8539, dtype=torch.float64)"
811,en2ja,"tensor(0.8810, dtype=torch.float64)"
812,en2ja,"tensor(0.8350, dtype=torch.float64)"
813,en2ja,"tensor(0.9288, dtype=torch.float64)"
814,en2ja,"tensor(0.8964, dtype=torch.float64)"
815,en2ja,"tensor(0.8580, dtype=torch.float64)"
816,en2ja,"tensor(0.8969, dtype=torch.float64)"
817,en2ja,"tensor(0.8535, dtype=torch.float64)"
818,en2ja,"tensor(0.8695, dtype=torch.float64)"
819,en2ja,"tensor(0.8384, dtype=torch.float64)"
820,en2ja,"tensor(0.9330, dtype=torch.float64)"
821,en2ja,"tensor(0.8562, dtype=torch.float64)"
822,en2ja,"tensor(0.9122, dtype=torch.float64)"
823,en2ja,"tensor(0.8343, dtype=torch.float64)"
824,en2ja,"tensor(0.8647, dtype=torch.float64)"
825,en2ja,"tensor(0.8141, dtype=torch.float64)"
826,en2ja,"tensor(0.8387, dtype=torch.float64)"
827,en2ja,"tensor(0.8549, dtype=torch.float64)"
828,en2ja,"tensor(0.8366, dtype=torch.float64)"
829,en2ja,"tensor(0.8670, dtype=torch.float64)"
830,en2ja,"tensor(0.9052, dtype=torch.float64)"
831,en2ja,"tensor(0.8551, dtype=torch.float64)"
832,en2ja,"tensor(0.8680, dtype=torch.float64)"
833,en2ja,"tensor(0.8378, dtype=torch.float64)"
834,en2ja,"tensor(0.8881, dtype=torch.float64)"
835,en2ja,"tensor(0.9193, dtype=torch.float64)"
836,en2ja,"tensor(0.8983, dtype=torch.float64)"
837,en2ja,"tensor(0.9084, dtype=torch.float64)"
838,en2ja,"tensor(0.9087, dtype=torch.float64)"
839,en2ja,"tensor(0.9429, dtype=torch.float64)"
840,en2ja,"tensor(0.8263, dtype=torch.float64)"
841,en2ja,"tensor(0.8423, dtype=torch.float64)"
842,en2ja,"tensor(0.9416, dtype=torch.float64)"
843,en2ja,"tensor(0.8273, dtype=torch.float64)"
844,en2ja,"tensor(0.8304, dtype=torch.float64)"
845,en2ja,"tensor(0.9292, dtype=torch.float64)"
846,en2ja,"tensor(0.9422, dtype=torch.float64)"
847,en2ja,"tensor(0.8919, dtype=torch.float64)"
848,en2ja,"tensor(0.8308, dtype=torch.float64)"
849,en2ja,"tensor(0.9468, dtype=torch.float64)"
850,en2ja,"tensor(0.8933, dtype=torch.float64)"
851,en2ja,"tensor(0.8657, dtype=torch.float64)"
852,en2ja,"tensor(0.8885, dtype=torch.float64)"
853,en2ja,"tensor(0.8556, dtype=torch.float64)"
854,en2ja,"tensor(0.8803, dtype=torch.float64)"
855,en2ja,"tensor(0.8792, dtype=torch.float64)"
856,en2ja,"tensor(0.9392, dtype=torch.float64)"
857,en2ja,"tensor(0.8835, dtype=torch.float64)"
858,en2ja,"tensor(0.8874, dtype=torch.float64)"
859,en2ja,"tensor(0.9478, dtype=torch.float64)"
860,en2ja,"tensor(0.8256, dtype=torch.float64)"
861,en2ja,"tensor(0.8804, dtype=torch.float64)"
862,en2ja,"tensor(0.9075, dtype=torch.float64)"
863,en2ja,"tensor(0.9211, dtype=torch.float64)"
864,en2ja,"tensor(0.8566, dtype=torch.float64)"
865,en2ja,"tensor(0.8080, dtype=torch.float64)"
866,en2ja,"tensor(0.9045, dtype=torch.float64)"
867,en2ja,"tensor(0.9039, dtype=torch.float64)"
868,en2ja,"tensor(0.8651, dtype=torch.float64)"
869,en2ja,"tensor(0.9454, dtype=torch.float64)"
870,en2ja,"tensor(0.9692, dtype=torch.float64)"
871,en2ja,"tensor(0.9157, dtype=torch.float64)"
872,en2ja,"tensor(0.9044, dtype=torch.float64)"
873,en2ja,"tensor(0.8872, dtype=torch.float64)"
874,en2ja,"tensor(0.9560, dtype=torch.float64)"
875,en2ja,"tensor(0.8976, dtype=torch.float64)"
876,en2ja,"tensor(0.8759, dtype=torch.float64)"
877,en2ja,"tensor(0.8147, dtype=torch.float64)"
878,en2ja,"tensor(0.8173, dtype=torch.float64)"
879,en2ja,"tensor(0.8490, dtype=torch.float64)"
880,en2ja,"tensor(0.8766, dtype=torch.float64)"
881,en2ja,"tensor(0.8652, dtype=torch.float64)"
882,en2ja,"tensor(0.8362, dtype=torch.float64)"
883,en2ja,"tensor(0.8359, dtype=torch.float64)"
884,en2ja,"tensor(0.9071, dtype=torch.float64)"
885,en2ja,"tensor(0.9384, dtype=torch.float64)"
886,en2ja,"tensor(0.9034, dtype=torch.float64)"
887,en2ja,"tensor(0.8141, dtype=torch.float64)"
888,en2ja,"tensor(0.9098, dtype=torch.float64)"
889,en2ja,"tensor(0.8692, dtype=torch.float64)"
890,en2ja,"tensor(0.8594, dtype=torch.float64)"
891,en2ja,"tensor(0.8485, dtype=torch.float64)"
892,en2ja,"tensor(0.9328, dtype=torch.float64)"
893,en2ja,"tensor(0.8223, dtype=torch.float64)"
894,en2ja,"tensor(0.8052, dtype=torch.float64)"
895,en2ja,"tensor(0.9531, dtype=torch.float64)"
896,en2ja,"tensor(0.8918, dtype=torch.float64)"
897,en2ja,"tensor(0.9541, dtype=torch.float64)"
898,en2ja,"tensor(0.9398, dtype=torch.float64)"
899,en2ja,"tensor(0.9202, dtype=torch.float64)"
900,en2fr,"tensor(0.8668, dtype=torch.float64)"
901,en2fr,"tensor(0.8584, dtype=torch.float64)"
902,en2fr,"tensor(0.7610, dtype=torch.float64)"
903,en2fr,"tensor(0.9102, dtype=torch.float64)"
904,en2fr,"tensor(0.8252, dtype=torch.float64)"
905,en2fr,"tensor(0.8513, dtype=torch.float64)"
906,en2fr,"tensor(0.9427, dtype=torch.float64)"
907,en2fr,"tensor(0.8961, dtype=torch.float64)"
908,en2fr,"tensor(0.8494, dtype=torch.float64)"
909,en2fr,"tensor(0.7931, dtype=torch.float64)"
910,en2fr,"tensor(0.8744, dtype=torch.float64)"
911,en2fr,"tensor(0.8070, dtype=torch.float64)"
912,en2fr,"tensor(0.8856, dtype=torch.float64)"
913,en2fr,"tensor(0.8425, dtype=torch.float64)"
914,en2fr,"tensor(0.8498, dtype=torch.float64)"
915,en2fr,"tensor(0.8414, dtype=torch.float64)"
916,en2fr,"tensor(0.8661, dtype=torch.float64)"
917,en2fr,"tensor(0.7701, dtype=torch.float64)"
918,en2fr,"tensor(0.8184, dtype=torch.float64)"
919,en2fr,"tensor(0.7961, dtype=torch.float64)"
920,en2fr,"tensor(0.9010, dtype=torch.float64)"
921,en2fr,"tensor(0.8921, dtype=torch.float64)"
922,en2fr,"tensor(0.9302, dtype=torch.float64)"
923,en2fr,"tensor(0.8564, dtype=torch.float64)"
924,en2fr,"tensor(0.8603, dtype=torch.float64)"
925,en2fr,"tensor(0.8057, dtype=torch.float64)"
926,en2fr,"tensor(0.9158, dtype=torch.float64)"
927,en2fr,"tensor(0.8560, dtype=torch.float64)"
928,en2fr,"tensor(0.7979, dtype=torch.float64)"
929,en2fr,"tensor(0.8081, dtype=torch.float64)"
930,en2fr,"tensor(0.8599, dtype=torch.float64)"
931,en2fr,"tensor(0.8353, dtype=torch.float64)"
932,en2fr,"tensor(0.7732, dtype=torch.float64)"
933,en2fr,"tensor(0.8483, dtype=torch.float64)"
934,en2fr,"tensor(0.9079, dtype=torch.float64)"
935,en2fr,"tensor(0.8435, dtype=torch.float64)"
936,en2fr,"tensor(0.8277, dtype=torch.float64)"
937,en2fr,"tensor(0.8601, dtype=torch.float64)"
938,en2fr,"tensor(0.8251, dtype=torch.float64)"
939,en2fr,"tensor(0.8654, dtype=torch.float64)"
940,en2fr,"tensor(0.7875, dtype=torch.float64)"
941,en2fr,"tensor(0.8297, dtype=torch.float64)"
942,en2fr,"tensor(0.8696, dtype=torch.float64)"
943,en2fr,"tensor(0.7735, dtype=torch.float64)"
944,en2fr,"tensor(0.8288, dtype=torch.float64)"
945,en2fr,"tensor(0.9283, dtype=torch.float64)"
946,en2fr,"tensor(0.9361, dtype=torch.float64)"
947,en2fr,"tensor(0.8224, dtype=torch.float64)"
948,en2fr,"tensor(0.7352, dtype=torch.float64)"
949,en2fr,"tensor(0.8776, dtype=torch.float64)"
950,en2fr,"tensor(0.8780, dtype=torch.float64)"
951,en2fr,"tensor(0.7976, dtype=torch.float64)"
952,en2fr,"tensor(0.9274, dtype=torch.float64)"
953,en2fr,"tensor(0.7581, dtype=torch.float64)"
954,en2fr,"tensor(0.8796, dtype=torch.float64)"
955,en2fr,"tensor(0.8427, dtype=torch.float64)"
956,en2fr,"tensor(0.9020, dtype=torch.float64)"
957,en2fr,"tensor(0.8504, dtype=torch.float64)"
958,en2fr,"tensor(0.8690, dtype=torch.float64)"
959,en2fr,"tensor(0.9198, dtype=torch.float64)"
960,en2fr,"tensor(0.8224, dtype=torch.float64)"
961,en2fr,"tensor(0.8114, dtype=torch.float64)"
962,en2fr,"tensor(0.8568, dtype=torch.float64)"
963,en2fr,"tensor(0.8568, dtype=torch.float64)"
964,en2fr,"tensor(0.9231, dtype=torch.float64)"
965,en2fr,"tensor(0.8341, dtype=torch.float64)"
966,en2fr,"tensor(0.9174, dtype=torch.float64)"
967,en2fr,"tensor(0.8926, dtype=torch.float64)"
968,en2fr,"tensor(0.8993, dtype=torch.float64)"
969,en2fr,"tensor(0.8789, dtype=torch.float64)"
970,en2fr,"tensor(0.9384, dtype=torch.float64)"
